,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold
19648,SUNITINIB_SORAFENIB_NCIH23,SUNITINIB,SORAFENIB,NCIH23,-3.9497159636,3
19649,SUNITINIB_SORAFENIB_NCIH460,SUNITINIB,SORAFENIB,NCIH460,-0.0895990022,3
19650,SUNITINIB_SORAFENIB_NCIH520,SUNITINIB,SORAFENIB,NCIH520,-1.812117181,3
19651,SUNITINIB_SORAFENIB_OCUBM,SUNITINIB,SORAFENIB,OCUBM,0.6560864114,4
19652,SUNITINIB_SORAFENIB_OV90,SUNITINIB,SORAFENIB,OV90,1.1623023657,2
19653,SUNITINIB_SORAFENIB_OVCAR3,SUNITINIB,SORAFENIB,OVCAR3,-11.8728758142,1
19654,SUNITINIB_SORAFENIB_PA1,SUNITINIB,SORAFENIB,PA1,-4.8206005313,4
19655,SUNITINIB_SORAFENIB_RKO,SUNITINIB,SORAFENIB,RKO,-3.7888901055,4
19656,SUNITINIB_SORAFENIB_RPMI7951,SUNITINIB,SORAFENIB,RPMI7951,-11.4839592337,4
19657,SUNITINIB_SORAFENIB_SKMEL30,SUNITINIB,SORAFENIB,SKMEL30,5.5231437007,2
19658,SUNITINIB_SORAFENIB_SKMES1,SUNITINIB,SORAFENIB,SKMES1,-9.9700907406,2
19659,SUNITINIB_SORAFENIB_SKOV3,SUNITINIB,SORAFENIB,SKOV3,-6.1106334777,0
19660,SUNITINIB_SORAFENIB_SW620,SUNITINIB,SORAFENIB,SW620,-2.0354180945,1
19661,SUNITINIB_SORAFENIB_SW837,SUNITINIB,SORAFENIB,SW837,-8.0320038553,1
19662,SUNITINIB_SORAFENIB_T47D,SUNITINIB,SORAFENIB,T47D,6.1544444688,0
19663,SUNITINIB_SORAFENIB_UACC62,SUNITINIB,SORAFENIB,UACC62,3.854611654,4
19664,SUNITINIB_SORAFENIB_UWB1289BRCA1,SUNITINIB,SORAFENIB,UWB1289BRCA1,-3.074745541,0
19665,SUNITINIB_SORAFENIB_UWB1289,SUNITINIB,SORAFENIB,UWB1289,-1.9248779047,2
19666,SUNITINIB_SORAFENIB_VCAP,SUNITINIB,SORAFENIB,VCAP,-5.3333252032,4
19667,SUNITINIB_SORAFENIB_ZR751,SUNITINIB,SORAFENIB,ZR751,-8.2023055248,1
19707,SUNITINIB_TOPOTECAN_A2058,SUNITINIB,TOPOTECAN,A2058,-7.8780762106,4
19708,SUNITINIB_TOPOTECAN_A2780,SUNITINIB,TOPOTECAN,A2780,2.1208672705,4
19709,SUNITINIB_TOPOTECAN_A375,SUNITINIB,TOPOTECAN,A375,-9.1621080003,4
19710,SUNITINIB_TOPOTECAN_A427,SUNITINIB,TOPOTECAN,A427,12.7411235758,2
19711,SUNITINIB_TOPOTECAN_CAOV3,SUNITINIB,TOPOTECAN,CAOV3,2.271614328,0
19712,SUNITINIB_TOPOTECAN_COLO320DM,SUNITINIB,TOPOTECAN,COLO320DM,5.9487303029,0
19713,SUNITINIB_TOPOTECAN_DLD1,SUNITINIB,TOPOTECAN,DLD1,-13.6439585725,3
19714,SUNITINIB_TOPOTECAN_EFM192B,SUNITINIB,TOPOTECAN,EFM192B,2.1947020901,1
19715,SUNITINIB_TOPOTECAN_ES2,SUNITINIB,TOPOTECAN,ES2,-9.1872160318,0
19716,SUNITINIB_TOPOTECAN_HCT116,SUNITINIB,TOPOTECAN,HCT116,-1.0899355831,4
19717,SUNITINIB_TOPOTECAN_HT144,SUNITINIB,TOPOTECAN,HT144,-6.7792628017,4
19718,SUNITINIB_TOPOTECAN_HT29,SUNITINIB,TOPOTECAN,HT29,-17.9448803457,3
19719,SUNITINIB_TOPOTECAN_KPL1,SUNITINIB,TOPOTECAN,KPL1,16.2364735359,4
19720,SUNITINIB_TOPOTECAN_LNCAP,SUNITINIB,TOPOTECAN,LNCAP,-15.1695616955,4
19721,SUNITINIB_TOPOTECAN_LOVO,SUNITINIB,TOPOTECAN,LOVO,-2.9779366246,4
19722,SUNITINIB_TOPOTECAN_MDAMB436,SUNITINIB,TOPOTECAN,MDAMB436,-6.7700407157,0
19723,SUNITINIB_TOPOTECAN_MSTO,SUNITINIB,TOPOTECAN,MSTO,-6.3584782108,1
19724,SUNITINIB_TOPOTECAN_NCIH1650,SUNITINIB,TOPOTECAN,NCIH1650,9.334123213,0
19725,SUNITINIB_TOPOTECAN_NCIH2122,SUNITINIB,TOPOTECAN,NCIH2122,1.2839082539,2
19726,SUNITINIB_TOPOTECAN_NCIH23,SUNITINIB,TOPOTECAN,NCIH23,-12.0647984776,3
19727,SUNITINIB_TOPOTECAN_NCIH460,SUNITINIB,TOPOTECAN,NCIH460,-0.4475443433,2
19728,SUNITINIB_TOPOTECAN_NCIH520,SUNITINIB,TOPOTECAN,NCIH520,-0.9329094573,3
19729,SUNITINIB_TOPOTECAN_OCUBM,SUNITINIB,TOPOTECAN,OCUBM,-4.5014173103,4
19730,SUNITINIB_TOPOTECAN_OV90,SUNITINIB,TOPOTECAN,OV90,-14.4026422647,1
19731,SUNITINIB_TOPOTECAN_OVCAR3,SUNITINIB,TOPOTECAN,OVCAR3,-33.068062924,4
19732,SUNITINIB_TOPOTECAN_PA1,SUNITINIB,TOPOTECAN,PA1,-6.6201545131,4
19733,SUNITINIB_TOPOTECAN_RKO,SUNITINIB,TOPOTECAN,RKO,-2.2474499621,1
19734,SUNITINIB_TOPOTECAN_RPMI7951,SUNITINIB,TOPOTECAN,RPMI7951,-6.2367024661,3
19735,SUNITINIB_TOPOTECAN_SKMEL30,SUNITINIB,TOPOTECAN,SKMEL30,6.922829964,4
19736,SUNITINIB_TOPOTECAN_SKMES1,SUNITINIB,TOPOTECAN,SKMES1,-5.0059115616,4
19737,SUNITINIB_TOPOTECAN_SKOV3,SUNITINIB,TOPOTECAN,SKOV3,-11.4686182755,4
19738,SUNITINIB_TOPOTECAN_SW620,SUNITINIB,TOPOTECAN,SW620,5.2364787626,0
19739,SUNITINIB_TOPOTECAN_SW837,SUNITINIB,TOPOTECAN,SW837,-5.680591548,2
19740,SUNITINIB_TOPOTECAN_T47D,SUNITINIB,TOPOTECAN,T47D,-23.3003190686,0
19741,SUNITINIB_TOPOTECAN_UACC62,SUNITINIB,TOPOTECAN,UACC62,-4.968162568,3
19742,SUNITINIB_TOPOTECAN_UWB1289BRCA1,SUNITINIB,TOPOTECAN,UWB1289BRCA1,-4.0728275867,4
19743,SUNITINIB_TOPOTECAN_UWB1289,SUNITINIB,TOPOTECAN,UWB1289,-12.7867774953,2
19744,SUNITINIB_TOPOTECAN_VCAP,SUNITINIB,TOPOTECAN,VCAP,6.6385373498,1
19745,SUNITINIB_TOPOTECAN_ZR751,SUNITINIB,TOPOTECAN,ZR751,-0.2706123679,1
20634,TOPOTECAN_SORAFENIB_A2058,TOPOTECAN,SORAFENIB,A2058,-1.5648727828,2
20635,TOPOTECAN_SORAFENIB_A2780,TOPOTECAN,SORAFENIB,A2780,2.5265020218,0
20636,TOPOTECAN_SORAFENIB_A375,TOPOTECAN,SORAFENIB,A375,0.7787900336,0
20637,TOPOTECAN_SORAFENIB_A427,TOPOTECAN,SORAFENIB,A427,7.6915497032,2
20638,TOPOTECAN_SORAFENIB_CAOV3,TOPOTECAN,SORAFENIB,CAOV3,0.9374765773,3
20639,TOPOTECAN_SORAFENIB_COLO320DM,TOPOTECAN,SORAFENIB,COLO320DM,4.7657167661,2
20640,TOPOTECAN_SORAFENIB_DLD1,TOPOTECAN,SORAFENIB,DLD1,10.3113123558,2
20641,TOPOTECAN_SORAFENIB_EFM192B,TOPOTECAN,SORAFENIB,EFM192B,-4.3229389508,1
20642,TOPOTECAN_SORAFENIB_ES2,TOPOTECAN,SORAFENIB,ES2,-1.6030236656,3
20643,TOPOTECAN_SORAFENIB_HCT116,TOPOTECAN,SORAFENIB,HCT116,0.3808113524,0
20644,TOPOTECAN_SORAFENIB_HT144,TOPOTECAN,SORAFENIB,HT144,5.4811394743,3
20645,TOPOTECAN_SORAFENIB_HT29,TOPOTECAN,SORAFENIB,HT29,-12.2122111637,1
20646,TOPOTECAN_SORAFENIB_KPL1,TOPOTECAN,SORAFENIB,KPL1,4.7918133566,2
20647,TOPOTECAN_SORAFENIB_LNCAP,TOPOTECAN,SORAFENIB,LNCAP,-6.8475021679,3
20648,TOPOTECAN_SORAFENIB_LOVO,TOPOTECAN,SORAFENIB,LOVO,-4.8132124079,4
20649,TOPOTECAN_SORAFENIB_MDAMB436,TOPOTECAN,SORAFENIB,MDAMB436,-4.8753002067,4
20650,TOPOTECAN_SORAFENIB_MSTO,TOPOTECAN,SORAFENIB,MSTO,-18.1174708292,0
20651,TOPOTECAN_SORAFENIB_NCIH1650,TOPOTECAN,SORAFENIB,NCIH1650,-0.1005879777,2
20652,TOPOTECAN_SORAFENIB_NCIH2122,TOPOTECAN,SORAFENIB,NCIH2122,0.3207750585,4
20653,TOPOTECAN_SORAFENIB_NCIH23,TOPOTECAN,SORAFENIB,NCIH23,-2.9862731095,4
20654,TOPOTECAN_SORAFENIB_NCIH460,TOPOTECAN,SORAFENIB,NCIH460,0.9631477651,2
20655,TOPOTECAN_SORAFENIB_NCIH520,TOPOTECAN,SORAFENIB,NCIH520,13.5488589809,1
20656,TOPOTECAN_SORAFENIB_OCUBM,TOPOTECAN,SORAFENIB,OCUBM,-12.2101208521,3
20657,TOPOTECAN_SORAFENIB_OV90,TOPOTECAN,SORAFENIB,OV90,0.2598975941,1
20658,TOPOTECAN_SORAFENIB_OVCAR3,TOPOTECAN,SORAFENIB,OVCAR3,-30.4990004504,4
20659,TOPOTECAN_SORAFENIB_PA1,TOPOTECAN,SORAFENIB,PA1,-1.1165800431,0
20660,TOPOTECAN_SORAFENIB_RKO,TOPOTECAN,SORAFENIB,RKO,2.0832506359,2
20661,TOPOTECAN_SORAFENIB_RPMI7951,TOPOTECAN,SORAFENIB,RPMI7951,-0.1365913913,0
20662,TOPOTECAN_SORAFENIB_SKMEL30,TOPOTECAN,SORAFENIB,SKMEL30,3.4103163691,1
20663,TOPOTECAN_SORAFENIB_SKMES1,TOPOTECAN,SORAFENIB,SKMES1,9.2006035543,1
20664,TOPOTECAN_SORAFENIB_SKOV3,TOPOTECAN,SORAFENIB,SKOV3,-8.1439194427,2
20665,TOPOTECAN_SORAFENIB_SW620,TOPOTECAN,SORAFENIB,SW620,1.676853063,4
20666,TOPOTECAN_SORAFENIB_SW837,TOPOTECAN,SORAFENIB,SW837,-7.7301088309,4
20667,TOPOTECAN_SORAFENIB_T47D,TOPOTECAN,SORAFENIB,T47D,-12.7536373619,0
20668,TOPOTECAN_SORAFENIB_UACC62,TOPOTECAN,SORAFENIB,UACC62,6.9530303412,1
20669,TOPOTECAN_SORAFENIB_UWB1289BRCA1,TOPOTECAN,SORAFENIB,UWB1289BRCA1,-3.9800111861,4
20670,TOPOTECAN_SORAFENIB_UWB1289,TOPOTECAN,SORAFENIB,UWB1289,-5.8711329155,4
20671,TOPOTECAN_SORAFENIB_VCAP,TOPOTECAN,SORAFENIB,VCAP,-5.7496970791,3
20672,TOPOTECAN_SORAFENIB_ZR751,TOPOTECAN,SORAFENIB,ZR751,-15.7705133965,0
20790,VINBLASTINE_BORTEZOMIB_A2058,VINBLASTINE,BORTEZOMIB,A2058,-10.5541916499,0
20791,VINBLASTINE_BORTEZOMIB_A2780,VINBLASTINE,BORTEZOMIB,A2780,-37.133345431,0
20792,VINBLASTINE_BORTEZOMIB_A375,VINBLASTINE,BORTEZOMIB,A375,-10.8968315003,4
20793,VINBLASTINE_BORTEZOMIB_A427,VINBLASTINE,BORTEZOMIB,A427,-12.9115045157,4
20794,VINBLASTINE_BORTEZOMIB_CAOV3,VINBLASTINE,BORTEZOMIB,CAOV3,-32.1067118407,4
20795,VINBLASTINE_BORTEZOMIB_COLO320DM,VINBLASTINE,BORTEZOMIB,COLO320DM,-8.9946731403,2
20796,VINBLASTINE_BORTEZOMIB_DLD1,VINBLASTINE,BORTEZOMIB,DLD1,9.7272420123,1
20797,VINBLASTINE_BORTEZOMIB_EFM192B,VINBLASTINE,BORTEZOMIB,EFM192B,-28.5567361574,2
20798,VINBLASTINE_BORTEZOMIB_ES2,VINBLASTINE,BORTEZOMIB,ES2,16.9704289021,0
20799,VINBLASTINE_BORTEZOMIB_HCT116,VINBLASTINE,BORTEZOMIB,HCT116,-13.9822226375,4
20800,VINBLASTINE_BORTEZOMIB_HT144,VINBLASTINE,BORTEZOMIB,HT144,-17.8595774181,0
20801,VINBLASTINE_BORTEZOMIB_HT29,VINBLASTINE,BORTEZOMIB,HT29,-27.1924038528,3
20802,VINBLASTINE_BORTEZOMIB_KPL1,VINBLASTINE,BORTEZOMIB,KPL1,9.000147712,3
20803,VINBLASTINE_BORTEZOMIB_LNCAP,VINBLASTINE,BORTEZOMIB,LNCAP,-199.2579702771,1
20804,VINBLASTINE_BORTEZOMIB_LOVO,VINBLASTINE,BORTEZOMIB,LOVO,4.5119797095,4
20805,VINBLASTINE_BORTEZOMIB_MDAMB436,VINBLASTINE,BORTEZOMIB,MDAMB436,-11.2533284655,2
20806,VINBLASTINE_BORTEZOMIB_MSTO,VINBLASTINE,BORTEZOMIB,MSTO,-24.7827368768,1
20807,VINBLASTINE_BORTEZOMIB_NCIH1650,VINBLASTINE,BORTEZOMIB,NCIH1650,-40.0962351374,0
20808,VINBLASTINE_BORTEZOMIB_NCIH2122,VINBLASTINE,BORTEZOMIB,NCIH2122,-38.1621519963,4
20809,VINBLASTINE_BORTEZOMIB_NCIH23,VINBLASTINE,BORTEZOMIB,NCIH23,-30.3307049469,1
20810,VINBLASTINE_BORTEZOMIB_NCIH460,VINBLASTINE,BORTEZOMIB,NCIH460,-38.9767172902,0
20811,VINBLASTINE_BORTEZOMIB_NCIH520,VINBLASTINE,BORTEZOMIB,NCIH520,-35.6404252761,2
20812,VINBLASTINE_BORTEZOMIB_OCUBM,VINBLASTINE,BORTEZOMIB,OCUBM,7.4013223917,0
20813,VINBLASTINE_BORTEZOMIB_OV90,VINBLASTINE,BORTEZOMIB,OV90,-17.5303364252,0
20814,VINBLASTINE_BORTEZOMIB_OVCAR3,VINBLASTINE,BORTEZOMIB,OVCAR3,-20.3163741698,1
20815,VINBLASTINE_BORTEZOMIB_PA1,VINBLASTINE,BORTEZOMIB,PA1,-30.2147981533,0
20816,VINBLASTINE_BORTEZOMIB_RKO,VINBLASTINE,BORTEZOMIB,RKO,-10.5682144854,0
20817,VINBLASTINE_BORTEZOMIB_RPMI7951,VINBLASTINE,BORTEZOMIB,RPMI7951,-21.5259883182,0
20818,VINBLASTINE_BORTEZOMIB_SKMEL30,VINBLASTINE,BORTEZOMIB,SKMEL30,-15.8997666458,1
20819,VINBLASTINE_BORTEZOMIB_SKMES1,VINBLASTINE,BORTEZOMIB,SKMES1,-34.1247100082,2
20820,VINBLASTINE_BORTEZOMIB_SKOV3,VINBLASTINE,BORTEZOMIB,SKOV3,-1.7328849344,1
20821,VINBLASTINE_BORTEZOMIB_SW620,VINBLASTINE,BORTEZOMIB,SW620,15.1269177624,1
20822,VINBLASTINE_BORTEZOMIB_SW837,VINBLASTINE,BORTEZOMIB,SW837,-9.3017087799,0
20823,VINBLASTINE_BORTEZOMIB_T47D,VINBLASTINE,BORTEZOMIB,T47D,-32.2418356852,1
20824,VINBLASTINE_BORTEZOMIB_UACC62,VINBLASTINE,BORTEZOMIB,UACC62,-29.450414909,0
20825,VINBLASTINE_BORTEZOMIB_UWB1289BRCA1,VINBLASTINE,BORTEZOMIB,UWB1289BRCA1,-0.9849017895,4
20826,VINBLASTINE_BORTEZOMIB_UWB1289,VINBLASTINE,BORTEZOMIB,UWB1289,-27.0147504195,1
20827,VINBLASTINE_BORTEZOMIB_VCAP,VINBLASTINE,BORTEZOMIB,VCAP,-14.0516127865,3
20828,VINBLASTINE_BORTEZOMIB_ZR751,VINBLASTINE,BORTEZOMIB,ZR751,-32.2912577576,3
20829,VINBLASTINE_DASATINIB_A2058,VINBLASTINE,DASATINIB,A2058,41.6650810957,1
20830,VINBLASTINE_DASATINIB_A2780,VINBLASTINE,DASATINIB,A2780,39.1853637813,3
20831,VINBLASTINE_DASATINIB_A375,VINBLASTINE,DASATINIB,A375,-6.2272973281,2
20832,VINBLASTINE_DASATINIB_A427,VINBLASTINE,DASATINIB,A427,15.637836053,2
20833,VINBLASTINE_DASATINIB_CAOV3,VINBLASTINE,DASATINIB,CAOV3,-6.8195384664,1
20834,VINBLASTINE_DASATINIB_COLO320DM,VINBLASTINE,DASATINIB,COLO320DM,-12.0561532223,1
20835,VINBLASTINE_DASATINIB_DLD1,VINBLASTINE,DASATINIB,DLD1,19.089491882,0
20836,VINBLASTINE_DASATINIB_EFM192B,VINBLASTINE,DASATINIB,EFM192B,27.4439183359,2
20837,VINBLASTINE_DASATINIB_ES2,VINBLASTINE,DASATINIB,ES2,11.1841625432,1
20838,VINBLASTINE_DASATINIB_HCT116,VINBLASTINE,DASATINIB,HCT116,-44.903572026,3
20839,VINBLASTINE_DASATINIB_HT144,VINBLASTINE,DASATINIB,HT144,-39.597134453,4
20840,VINBLASTINE_DASATINIB_HT29,VINBLASTINE,DASATINIB,HT29,-10.9327802333,0
20841,VINBLASTINE_DASATINIB_KPL1,VINBLASTINE,DASATINIB,KPL1,5.3068490882,3
20842,VINBLASTINE_DASATINIB_LNCAP,VINBLASTINE,DASATINIB,LNCAP,-32.6903066777,2
20843,VINBLASTINE_DASATINIB_LOVO,VINBLASTINE,DASATINIB,LOVO,42.1842399914,1
20844,VINBLASTINE_DASATINIB_MDAMB436,VINBLASTINE,DASATINIB,MDAMB436,-3.3498195252,4
20845,VINBLASTINE_DASATINIB_MSTO,VINBLASTINE,DASATINIB,MSTO,93.4325531684,0
20846,VINBLASTINE_DASATINIB_NCIH1650,VINBLASTINE,DASATINIB,NCIH1650,33.5540204823,2
20847,VINBLASTINE_DASATINIB_NCIH2122,VINBLASTINE,DASATINIB,NCIH2122,-99.66705551,0
20848,VINBLASTINE_DASATINIB_NCIH23,VINBLASTINE,DASATINIB,NCIH23,-6.9217673383,3
20849,VINBLASTINE_DASATINIB_NCIH460,VINBLASTINE,DASATINIB,NCIH460,10.6944603374,2
20850,VINBLASTINE_DASATINIB_NCIH520,VINBLASTINE,DASATINIB,NCIH520,39.4131098145,0
20851,VINBLASTINE_DASATINIB_OCUBM,VINBLASTINE,DASATINIB,OCUBM,1.1115914147,2
20852,VINBLASTINE_DASATINIB_OV90,VINBLASTINE,DASATINIB,OV90,-0.4342535419,2
20853,VINBLASTINE_DASATINIB_OVCAR3,VINBLASTINE,DASATINIB,OVCAR3,49.1776885465,1
20854,VINBLASTINE_DASATINIB_PA1,VINBLASTINE,DASATINIB,PA1,7.6577986857,4
20855,VINBLASTINE_DASATINIB_RKO,VINBLASTINE,DASATINIB,RKO,-4.5582724523,0
20856,VINBLASTINE_DASATINIB_RPMI7951,VINBLASTINE,DASATINIB,RPMI7951,8.2220840084,2
20857,VINBLASTINE_DASATINIB_SKMEL30,VINBLASTINE,DASATINIB,SKMEL30,-34.9381396035,0
20858,VINBLASTINE_DASATINIB_SKMES1,VINBLASTINE,DASATINIB,SKMES1,-9.6580911459,2
20859,VINBLASTINE_DASATINIB_SKOV3,VINBLASTINE,DASATINIB,SKOV3,9.2621390205,2
20860,VINBLASTINE_DASATINIB_SW620,VINBLASTINE,DASATINIB,SW620,22.3784036179,3
20861,VINBLASTINE_DASATINIB_SW837,VINBLASTINE,DASATINIB,SW837,20.638834436,4
20862,VINBLASTINE_DASATINIB_T47D,VINBLASTINE,DASATINIB,T47D,-40.1061608544,1
20863,VINBLASTINE_DASATINIB_UACC62,VINBLASTINE,DASATINIB,UACC62,0.4427082577,3
20864,VINBLASTINE_DASATINIB_UWB1289BRCA1,VINBLASTINE,DASATINIB,UWB1289BRCA1,5.6375848341,4
20865,VINBLASTINE_DASATINIB_UWB1289,VINBLASTINE,DASATINIB,UWB1289,-12.6221529891,0
20866,VINBLASTINE_DASATINIB_VCAP,VINBLASTINE,DASATINIB,VCAP,10.6724936747,3
20867,VINBLASTINE_DASATINIB_ZR751,VINBLASTINE,DASATINIB,ZR751,-49.8862945393,0
20907,VINBLASTINE_ERLOTINIB_A2058,VINBLASTINE,ERLOTINIB,A2058,85.5793936509,1
20908,VINBLASTINE_ERLOTINIB_A2780,VINBLASTINE,ERLOTINIB,A2780,9.9266491941,1
20909,VINBLASTINE_ERLOTINIB_A375,VINBLASTINE,ERLOTINIB,A375,45.2215770262,1
20910,VINBLASTINE_ERLOTINIB_A427,VINBLASTINE,ERLOTINIB,A427,26.8705918253,0
20911,VINBLASTINE_ERLOTINIB_CAOV3,VINBLASTINE,ERLOTINIB,CAOV3,23.2471540483,0
20912,VINBLASTINE_ERLOTINIB_COLO320DM,VINBLASTINE,ERLOTINIB,COLO320DM,15.1916955246,3
20913,VINBLASTINE_ERLOTINIB_DLD1,VINBLASTINE,ERLOTINIB,DLD1,25.7165431305,0
20914,VINBLASTINE_ERLOTINIB_EFM192B,VINBLASTINE,ERLOTINIB,EFM192B,44.5854770792,0
20915,VINBLASTINE_ERLOTINIB_ES2,VINBLASTINE,ERLOTINIB,ES2,58.7950499724,1
20916,VINBLASTINE_ERLOTINIB_HCT116,VINBLASTINE,ERLOTINIB,HCT116,71.5088105236,2
20917,VINBLASTINE_ERLOTINIB_HT144,VINBLASTINE,ERLOTINIB,HT144,33.6988324652,2
20918,VINBLASTINE_ERLOTINIB_HT29,VINBLASTINE,ERLOTINIB,HT29,49.6884753788,2
20919,VINBLASTINE_ERLOTINIB_KPL1,VINBLASTINE,ERLOTINIB,KPL1,44.6546902648,1
20920,VINBLASTINE_ERLOTINIB_LNCAP,VINBLASTINE,ERLOTINIB,LNCAP,17.0483252192,0
20921,VINBLASTINE_ERLOTINIB_LOVO,VINBLASTINE,ERLOTINIB,LOVO,42.3579717981,0
20922,VINBLASTINE_ERLOTINIB_MDAMB436,VINBLASTINE,ERLOTINIB,MDAMB436,15.6919735329,0
20923,VINBLASTINE_ERLOTINIB_MSTO,VINBLASTINE,ERLOTINIB,MSTO,19.1879074141,2
20924,VINBLASTINE_ERLOTINIB_NCIH1650,VINBLASTINE,ERLOTINIB,NCIH1650,9.6103717454,2
20925,VINBLASTINE_ERLOTINIB_NCIH2122,VINBLASTINE,ERLOTINIB,NCIH2122,39.339756163,1
20926,VINBLASTINE_ERLOTINIB_NCIH23,VINBLASTINE,ERLOTINIB,NCIH23,14.0236434069,1
20927,VINBLASTINE_ERLOTINIB_NCIH460,VINBLASTINE,ERLOTINIB,NCIH460,55.5465775259,1
20928,VINBLASTINE_ERLOTINIB_NCIH520,VINBLASTINE,ERLOTINIB,NCIH520,39.9434616124,3
20929,VINBLASTINE_ERLOTINIB_OCUBM,VINBLASTINE,ERLOTINIB,OCUBM,83.1951994329,2
20930,VINBLASTINE_ERLOTINIB_OV90,VINBLASTINE,ERLOTINIB,OV90,19.7059817627,0
20931,VINBLASTINE_ERLOTINIB_OVCAR3,VINBLASTINE,ERLOTINIB,OVCAR3,16.383517454,0
20932,VINBLASTINE_ERLOTINIB_PA1,VINBLASTINE,ERLOTINIB,PA1,10.7037004275,0
20933,VINBLASTINE_ERLOTINIB_RKO,VINBLASTINE,ERLOTINIB,RKO,64.8523046472,4
20934,VINBLASTINE_ERLOTINIB_RPMI7951,VINBLASTINE,ERLOTINIB,RPMI7951,19.3946592486,0
20935,VINBLASTINE_ERLOTINIB_SKMEL30,VINBLASTINE,ERLOTINIB,SKMEL30,43.3331036468,1
20936,VINBLASTINE_ERLOTINIB_SKMES1,VINBLASTINE,ERLOTINIB,SKMES1,28.6247054319,0
20937,VINBLASTINE_ERLOTINIB_SKOV3,VINBLASTINE,ERLOTINIB,SKOV3,41.0111080034,4
20938,VINBLASTINE_ERLOTINIB_SW620,VINBLASTINE,ERLOTINIB,SW620,59.5620645155,2
20939,VINBLASTINE_ERLOTINIB_SW837,VINBLASTINE,ERLOTINIB,SW837,54.2568855245,1
20940,VINBLASTINE_ERLOTINIB_T47D,VINBLASTINE,ERLOTINIB,T47D,-14.0526160556,2
20941,VINBLASTINE_ERLOTINIB_UACC62,VINBLASTINE,ERLOTINIB,UACC62,32.314825241,3
20942,VINBLASTINE_ERLOTINIB_UWB1289BRCA1,VINBLASTINE,ERLOTINIB,UWB1289BRCA1,29.3696439803,1
20943,VINBLASTINE_ERLOTINIB_UWB1289,VINBLASTINE,ERLOTINIB,UWB1289,17.2304299592,0
20944,VINBLASTINE_ERLOTINIB_VCAP,VINBLASTINE,ERLOTINIB,VCAP,114.6457310893,0
20945,VINBLASTINE_ERLOTINIB_ZR751,VINBLASTINE,ERLOTINIB,ZR751,40.4457234681,0
21024,VINBLASTINE_LAPATINIB_A2058,VINBLASTINE,LAPATINIB,A2058,28.7220464083,2
21025,VINBLASTINE_LAPATINIB_A2780,VINBLASTINE,LAPATINIB,A2780,-5.0611445386,0
21026,VINBLASTINE_LAPATINIB_A375,VINBLASTINE,LAPATINIB,A375,22.8365859626,1
21027,VINBLASTINE_LAPATINIB_A427,VINBLASTINE,LAPATINIB,A427,-34.8937391992,0
21028,VINBLASTINE_LAPATINIB_CAOV3,VINBLASTINE,LAPATINIB,CAOV3,-4.3352611719,0
21029,VINBLASTINE_LAPATINIB_COLO320DM,VINBLASTINE,LAPATINIB,COLO320DM,6.4182056361,3
21030,VINBLASTINE_LAPATINIB_DLD1,VINBLASTINE,LAPATINIB,DLD1,36.5631797135,4
21031,VINBLASTINE_LAPATINIB_EFM192B,VINBLASTINE,LAPATINIB,EFM192B,2.8296445535,2
21032,VINBLASTINE_LAPATINIB_ES2,VINBLASTINE,LAPATINIB,ES2,18.9213897997,1
21033,VINBLASTINE_LAPATINIB_HCT116,VINBLASTINE,LAPATINIB,HCT116,4.3813588793,2
21034,VINBLASTINE_LAPATINIB_HT144,VINBLASTINE,LAPATINIB,HT144,6.7241435462,1
21035,VINBLASTINE_LAPATINIB_HT29,VINBLASTINE,LAPATINIB,HT29,-10.9211987394,4
21036,VINBLASTINE_LAPATINIB_KPL1,VINBLASTINE,LAPATINIB,KPL1,3.9943252855,4
21037,VINBLASTINE_LAPATINIB_LNCAP,VINBLASTINE,LAPATINIB,LNCAP,-29.0511622482,4
21038,VINBLASTINE_LAPATINIB_LOVO,VINBLASTINE,LAPATINIB,LOVO,33.0898567444,0
21039,VINBLASTINE_LAPATINIB_MDAMB436,VINBLASTINE,LAPATINIB,MDAMB436,-15.4181318733,3
21040,VINBLASTINE_LAPATINIB_MSTO,VINBLASTINE,LAPATINIB,MSTO,6.379169111,0
21041,VINBLASTINE_LAPATINIB_NCIH1650,VINBLASTINE,LAPATINIB,NCIH1650,-7.8940811366,0
21042,VINBLASTINE_LAPATINIB_NCIH2122,VINBLASTINE,LAPATINIB,NCIH2122,-24.9868790707,2
21043,VINBLASTINE_LAPATINIB_NCIH23,VINBLASTINE,LAPATINIB,NCIH23,-10.5428103985,1
21044,VINBLASTINE_LAPATINIB_NCIH460,VINBLASTINE,LAPATINIB,NCIH460,3.9730129883,2
21045,VINBLASTINE_LAPATINIB_NCIH520,VINBLASTINE,LAPATINIB,NCIH520,-2.5797256954,4
21046,VINBLASTINE_LAPATINIB_OCUBM,VINBLASTINE,LAPATINIB,OCUBM,-3.6222440597,4
21047,VINBLASTINE_LAPATINIB_OV90,VINBLASTINE,LAPATINIB,OV90,-18.1823946144,3
21048,VINBLASTINE_LAPATINIB_OVCAR3,VINBLASTINE,LAPATINIB,OVCAR3,-5.8917136261,3
21049,VINBLASTINE_LAPATINIB_PA1,VINBLASTINE,LAPATINIB,PA1,-3.5130206749,0
21050,VINBLASTINE_LAPATINIB_RKO,VINBLASTINE,LAPATINIB,RKO,-14.7723330367,4
